user_id,created_at,company_id,language,activated_at,state
2958,29-07-2013 15:31,111,korean,29-07-2013 15:33,active
2959,29-07-2013 14:06,694,chinese,29-07-2013 14:07,active
2960,29-07-2013 15:09,3598,english,29-07-2013 15:10,active
2964,29-07-2013 16:12,4218,japanese,29-07-2013 16:13,active
2966,29-07-2013 17:17,7341,english,29-07-2013 17:18,active
2967,29-07-2013 15:03,1065,english,29-07-2013 15:04,active
2968,29-07-2013 11:44,49,french,29-07-2013 11:45,active
2969,29-07-2013 02:28,5799,german,29-07-2013 02:30,active
2973,29-07-2013 08:25,8956,english,29-07-2013 08:27,active
2974,29-07-2013 14:36,5824,english,29-07-2013 14:38,active
2976,29-07-2013 14:06,1189,english,29-07-2013 14:08,active
2977,29-07-2013 18:38,1089,spanish,29-07-2013 18:40,active
2978,29-07-2013 03:24,7072,english,29-07-2013 03:26,active
2979,29-07-2013 13:04,11471,english,29-07-2013 13:05,active
2980,29-07-2013 14:25,1,german,29-07-2013 14:27,active
2982,30-07-2013 15:47,391,english,30-07-2013 15:48,active
2984,30-07-2013 14:30,9430,japanese,30-07-2013 14:32,active
2987,30-07-2013 10:53,1167,english,30-07-2013 10:55,active
2989,30-07-2013 11:32,1156,english,30-07-2013 11:33,active
2990,30-07-2013 11:14,1,english,30-07-2013 11:16,active
2993,30-07-2013 12:52,11,english,30-07-2013 12:53,active
2994,30-07-2013 15:28,8865,english,30-07-2013 15:29,active
2995,30-07-2013 17:58,3600,english,30-07-2013 18:00,active
2996,30-07-2013 04:51,1753,english,30-07-2013 04:52,active
3000,30-07-2013 12:50,1279,english,30-07-2013 12:52,active
3002,30-07-2013 16:05,5550,english,30-07-2013 16:06,active
3006,31-07-2013 13:02,11658,english,31-07-2013 13:03,active
3007,31-07-2013 12:31,11306,english,31-07-2013 12:33,active
3012,31-07-2013 03:40,2223,japanese,31-07-2013 03:41,active
3014,31-07-2013 15:30,1164,english,31-07-2013 15:31,active
3015,31-07-2013 10:56,3208,english,31-07-2013 10:57,active
3020,31-07-2013 17:22,11836,english,31-07-2013 17:24,active
3025,31-07-2013 18:47,315,english,31-07-2013 18:48,active
3028,31-07-2013 06:50,7384,english,31-07-2013 06:51,active
3029,31-07-2013 07:24,65,english,31-07-2013 07:26,active
3030,31-07-2013 15:43,628,english,31-07-2013 15:44,active
3031,31-07-2013 09:48,4355,arabic,31-07-2013 09:50,active
3032,01-08-2013 15:59,5,russian,01-08-2013 16:01,active
3035,01-08-2013 12:36,24,spanish,01-08-2013 12:38,active
3036,01-08-2013 15:48,5655,chinese,01-08-2013 15:50,active
3037,01-08-2013 12:22,12004,french,01-08-2013 12:24,active
3039,01-08-2013 08:05,11778,english,01-08-2013 08:06,active
3041,01-08-2013 19:26,478,english,01-08-2013 19:27,active
3042,01-08-2013 10:04,4070,english,01-08-2013 10:06,active
3045,01-08-2013 12:45,12632,english,01-08-2013 12:46,active
3046,01-08-2013 14:18,7320,english,01-08-2013 14:19,active
3047,01-08-2013 01:57,8413,english,01-08-2013 01:59,active
3051,01-08-2013 13:44,4303,english,01-08-2013 13:45,active
3053,01-08-2013 09:55,12021,english,01-08-2013 09:57,active
3057,02-08-2013 22:29,1,english,02-08-2013 22:31,active
3058,02-08-2013 08:00,8,indian,02-08-2013 08:01,active
3060,02-08-2013 11:19,4024,german,02-08-2013 11:21,active
3061,02-08-2013 05:03,1562,portugese,02-08-2013 05:04,active
3062,02-08-2013 18:58,10646,english,02-08-2013 18:59,active
3065,02-08-2013 10:56,12779,french,02-08-2013 10:57,active
3067,02-08-2013 09:05,9881,arabic,02-08-2013 09:07,active
3069,02-08-2013 12:49,38,french,02-08-2013 12:51,active
3072,02-08-2013 15:23,32,spanish,02-08-2013 15:24,active
3074,02-08-2013 10:53,34,spanish,02-08-2013 10:55,active
3077,02-08-2013 13:08,11261,french,02-08-2013 13:09,active
3078,02-08-2013 20:25,8016,portugese,02-08-2013 20:27,active
3081,02-08-2013 13:43,8293,korean,02-08-2013 13:44,active
3082,03-08-2013 12:30,1023,english,03-08-2013 12:32,active
3084,03-08-2013 10:07,827,english,03-08-2013 10:09,active
3089,04-08-2013 17:45,10429,english,04-08-2013 17:47,active
3090,04-08-2013 18:43,14,japanese,04-08-2013 18:44,active
3091,04-08-2013 17:10,9377,english,04-08-2013 17:11,active
3094,04-08-2013 09:18,10220,spanish,04-08-2013 09:19,active
3096,05-08-2013 16:30,37,japanese,05-08-2013 16:31,active
3099,05-08-2013 17:32,10235,english,05-08-2013 17:34,active
3100,05-08-2013 17:51,1,english,05-08-2013 17:53,active
3102,05-08-2013 18:49,8663,chinese,05-08-2013 18:50,active
3103,05-08-2013 11:08,10697,english,05-08-2013 11:09,active
3106,05-08-2013 16:46,10487,english,05-08-2013 16:48,active
3107,05-08-2013 07:15,4540,french,05-08-2013 07:17,active
3108,05-08-2013 13:26,6604,french,05-08-2013 13:28,active
3110,05-08-2013 00:12,4393,arabic,05-08-2013 00:14,active
3119,06-08-2013 00:03,138,english,06-08-2013 00:04,active
3120,06-08-2013 14:47,9,chinese,06-08-2013 14:48,active
3121,06-08-2013 14:04,3,english,06-08-2013 14:05,active
3122,06-08-2013 08:43,5294,japanese,06-08-2013 08:45,active
3124,06-08-2013 23:47,30,french,06-08-2013 23:49,active
3125,06-08-2013 11:54,7957,english,06-08-2013 11:55,active
3128,06-08-2013 10:01,3060,english,06-08-2013 10:02,active
3129,06-08-2013 06:25,33,english,06-08-2013 06:27,active
3133,06-08-2013 14:37,28,chinese,06-08-2013 14:39,active
3134,06-08-2013 09:45,8,english,06-08-2013 09:46,active
3135,06-08-2013 17:09,1352,arabic,06-08-2013 17:10,active
3136,06-08-2013 12:31,1447,english,06-08-2013 12:33,active
3137,06-08-2013 15:16,7062,portugese,06-08-2013 15:18,active
3140,07-08-2013 08:30,8459,english,07-08-2013 08:31,active
3142,07-08-2013 15:26,7356,english,07-08-2013 15:28,active
3146,07-08-2013 09:45,3847,spanish,07-08-2013 09:47,active
3150,07-08-2013 14:34,5196,korean,07-08-2013 14:35,active
3154,07-08-2013 09:39,8679,french,07-08-2013 09:40,active
3155,07-08-2013 18:40,19,french,07-08-2013 18:41,active
3156,07-08-2013 13:45,6363,english,07-08-2013 13:46,active
3158,07-08-2013 13:54,6248,japanese,07-08-2013 13:55,active
3159,07-08-2013 14:41,2,english,07-08-2013 14:42,active
3160,07-08-2013 05:49,12686,japanese,07-08-2013 05:50,active
3163,07-08-2013 10:23,3,english,07-08-2013 10:24,active
3164,07-08-2013 15:17,4610,english,07-08-2013 15:18,active
3166,08-08-2013 09:17,2,japanese,08-08-2013 09:18,active
3167,08-08-2013 18:16,6,english,08-08-2013 18:17,active
3168,08-08-2013 12:08,458,english,08-08-2013 12:10,active
3170,08-08-2013 14:28,794,french,08-08-2013 14:30,active
3171,08-08-2013 11:23,4217,korean,08-08-2013 11:25,active
3175,08-08-2013 12:45,787,italian,08-08-2013 12:46,active
3176,08-08-2013 13:31,8,english,08-08-2013 13:33,active
3177,08-08-2013 09:31,7535,german,08-08-2013 09:33,active
3178,08-08-2013 18:50,11042,arabic,08-08-2013 18:51,active
3180,08-08-2013 04:29,11604,english,08-08-2013 04:31,active
3186,08-08-2013 11:20,5861,english,08-08-2013 11:21,active
3189,08-08-2013 16:40,7382,english,08-08-2013 16:42,active
3190,09-08-2013 15:25,6812,english,09-08-2013 15:27,active
3194,09-08-2013 00:13,1710,english,09-08-2013 00:14,active
3196,09-08-2013 23:23,4598,indian,09-08-2013 23:24,active
3198,09-08-2013 14:06,1,russian,09-08-2013 14:07,active
3199,09-08-2013 17:59,3477,chinese,09-08-2013 18:00,active
3200,09-08-2013 16:27,6171,arabic,09-08-2013 16:29,active
3201,09-08-2013 00:01,3306,english,09-08-2013 00:03,active
3202,09-08-2013 17:28,1,english,09-08-2013 17:29,active
3204,09-08-2013 18:43,2,english,09-08-2013 18:45,active
3207,09-08-2013 15:10,9160,japanese,09-08-2013 15:11,active
3208,09-08-2013 10:27,12280,english,09-08-2013 10:29,active
3209,09-08-2013 07:10,2,english,09-08-2013 07:12,active
3212,09-08-2013 09:40,5039,chinese,09-08-2013 09:41,active
3213,10-08-2013 14:47,8029,french,10-08-2013 14:49,active
3214,10-08-2013 17:14,2587,spanish,10-08-2013 17:16,active
3215,10-08-2013 16:18,12449,english,10-08-2013 16:19,active
3219,10-08-2013 08:13,1,english,10-08-2013 08:14,active
3222,11-08-2013 15:12,46,german,11-08-2013 15:14,active
3224,11-08-2013 18:15,229,english,11-08-2013 18:16,active
3226,11-08-2013 17:08,5572,russian,11-08-2013 17:10,active
3227,12-08-2013 01:58,4886,spanish,12-08-2013 01:59,active
3228,12-08-2013 15:57,7219,english,12-08-2013 15:58,active
3229,12-08-2013 09:46,22,japanese,12-08-2013 09:48,active
3230,12-08-2013 14:00,1030,english,12-08-2013 14:02,active
3231,12-08-2013 15:11,5347,english,12-08-2013 15:13,active
3233,12-08-2013 00:44,3323,italian,12-08-2013 00:45,active
3238,12-08-2013 16:17,940,english,12-08-2013 16:18,active
3240,12-08-2013 18:23,271,russian,12-08-2013 18:24,active
3241,12-08-2013 03:21,7,french,12-08-2013 03:22,active
3243,12-08-2013 14:18,10019,english,12-08-2013 14:20,active
3244,12-08-2013 11:51,60,english,12-08-2013 11:52,active
3245,12-08-2013 17:51,88,english,12-08-2013 17:53,active
3247,12-08-2013 09:12,4278,english,12-08-2013 09:13,active
3250,12-08-2013 13:04,6488,german,12-08-2013 13:06,active
3251,12-08-2013 12:56,9478,english,12-08-2013 12:58,active
3254,13-08-2013 10:41,7403,english,13-08-2013 10:43,active
3255,13-08-2013 10:41,45,french,13-08-2013 10:43,active
3263,13-08-2013 01:27,11113,english,13-08-2013 01:28,active
3264,13-08-2013 05:13,88,english,13-08-2013 05:14,active
3265,13-08-2013 00:15,1,french,13-08-2013 00:16,active
3268,13-08-2013 14:45,12075,french,13-08-2013 14:46,active
3269,13-08-2013 09:29,11800,english,13-08-2013 09:31,active
3271,13-08-2013 17:22,7112,french,13-08-2013 17:23,active
3274,13-08-2013 18:06,6,spanish,13-08-2013 18:08,active
3275,13-08-2013 08:32,3,english,13-08-2013 08:33,active
3280,14-08-2013 11:30,386,english,14-08-2013 11:32,active
3281,14-08-2013 14:47,52,portugese,14-08-2013 14:48,active
3285,14-08-2013 13:27,947,english,14-08-2013 13:29,active
3287,14-08-2013 12:19,10651,arabic,14-08-2013 12:21,active
3288,14-08-2013 15:52,8763,japanese,14-08-2013 15:54,active
3289,14-08-2013 18:10,32,japanese,14-08-2013 18:12,active
3293,14-08-2013 19:47,10029,english,14-08-2013 19:49,active
3297,14-08-2013 10:55,23,english,14-08-2013 10:56,active
3300,14-08-2013 02:57,3134,english,14-08-2013 02:59,active
3301,14-08-2013 14:41,6988,japanese,14-08-2013 14:42,active
3303,14-08-2013 17:47,1755,english,14-08-2013 17:49,active
3304,14-08-2013 18:31,56,english,14-08-2013 18:32,active
3306,15-08-2013 12:40,1324,english,15-08-2013 12:41,active
3310,15-08-2013 09:00,10460,japanese,15-08-2013 09:02,active
3312,15-08-2013 00:43,6130,english,15-08-2013 00:45,active
3313,15-08-2013 17:59,3073,portugese,15-08-2013 18:00,active
3316,15-08-2013 13:30,1,english,15-08-2013 13:31,active
3317,15-08-2013 18:25,9064,japanese,15-08-2013 18:27,active
3318,15-08-2013 11:48,22,portugese,15-08-2013 11:49,active
3319,15-08-2013 06:03,1838,english,15-08-2013 06:05,active
3320,15-08-2013 16:18,9968,arabic,15-08-2013 16:19,active
3322,15-08-2013 11:30,12025,english,15-08-2013 11:31,active
3323,15-08-2013 11:17,11,english,15-08-2013 11:19,active
3325,15-08-2013 19:32,2346,english,15-08-2013 19:33,active
3328,15-08-2013 08:33,6623,english,15-08-2013 08:34,active
3329,15-08-2013 18:50,5354,english,15-08-2013 18:51,active
3331,15-08-2013 14:00,2,english,15-08-2013 14:01,active
3333,16-08-2013 16:37,2544,english,16-08-2013 16:38,active
3334,16-08-2013 10:37,3,spanish,16-08-2013 10:39,active
3335,16-08-2013 17:01,2,italian,16-08-2013 17:02,active
3340,16-08-2013 12:26,2683,indian,16-08-2013 12:27,active
3343,16-08-2013 06:28,3081,spanish,16-08-2013 06:30,active
3349,16-08-2013 07:21,4868,english,16-08-2013 07:23,active
3350,16-08-2013 16:19,9613,italian,16-08-2013 16:21,active
3351,16-08-2013 12:11,212,japanese,16-08-2013 12:13,active
3352,16-08-2013 18:05,197,english,16-08-2013 18:06,active
3353,16-08-2013 12:16,6560,spanish,16-08-2013 12:18,active
3354,16-08-2013 09:09,8776,french,16-08-2013 09:10,active
3356,16-08-2013 07:36,4387,english,16-08-2013 07:38,active
3357,16-08-2013 09:58,10190,english,16-08-2013 09:59,active
3359,16-08-2013 07:18,12226,english,16-08-2013 07:19,active
3363,17-08-2013 12:16,6,english,17-08-2013 12:18,active
3366,17-08-2013 13:15,4,french,17-08-2013 13:17,active
3368,18-08-2013 00:41,4662,spanish,18-08-2013 00:43,active
3369,18-08-2013 18:40,12554,english,18-08-2013 18:41,active
3370,18-08-2013 15:26,7906,english,18-08-2013 15:28,active
3371,18-08-2013 13:42,4,english,18-08-2013 13:44,active
3373,18-08-2013 17:22,1,spanish,18-08-2013 17:24,active
3377,19-08-2013 12:19,8781,english,19-08-2013 12:20,active
3380,19-08-2013 23:16,6720,french,19-08-2013 23:18,active
3384,19-08-2013 03:57,10655,english,19-08-2013 03:58,active
3390,19-08-2013 00:44,6789,german,19-08-2013 00:45,active
3391,19-08-2013 22:04,10929,english,19-08-2013 22:06,active
3395,19-08-2013 16:27,7521,spanish,19-08-2013 16:29,active
3398,19-08-2013 09:59,3355,russian,19-08-2013 10:01,active
3399,19-08-2013 12:45,8904,english,19-08-2013 12:46,active
3402,19-08-2013 16:50,11186,spanish,19-08-2013 16:51,active
3403,20-08-2013 17:53,10131,french,20-08-2013 17:55,active
3404,20-08-2013 20:44,4871,arabic,20-08-2013 20:45,active
3406,20-08-2013 17:45,10076,korean,20-08-2013 17:46,active
3407,20-08-2013 15:56,7628,german,20-08-2013 15:57,active
3409,20-08-2013 14:21,5182,chinese,20-08-2013 14:23,active
3410,20-08-2013 04:16,6356,french,20-08-2013 04:18,active
3412,20-08-2013 09:22,605,chinese,20-08-2013 09:23,active
3416,20-08-2013 13:52,49,english,20-08-2013 13:54,active
3420,20-08-2013 09:57,4,english,20-08-2013 09:59,active
3423,20-08-2013 19:20,8615,french,20-08-2013 19:21,active
3424,20-08-2013 06:13,1228,english,20-08-2013 06:15,active
3428,20-08-2013 13:56,4,english,20-08-2013 13:57,active
3431,21-08-2013 15:44,4045,english,21-08-2013 15:45,active
3433,21-08-2013 22:00,2342,english,21-08-2013 22:02,active
3438,21-08-2013 19:07,6946,spanish,21-08-2013 19:09,active
3439,21-08-2013 01:44,2905,spanish,21-08-2013 01:45,active
3440,21-08-2013 16:01,2,german,21-08-2013 16:02,active
3441,21-08-2013 08:21,9545,italian,21-08-2013 08:22,active
3442,21-08-2013 04:07,2514,english,21-08-2013 04:08,active
3443,21-08-2013 18:12,28,arabic,21-08-2013 18:14,active
3446,21-08-2013 11:47,7106,english,21-08-2013 11:49,active
3448,21-08-2013 09:46,12439,english,21-08-2013 09:47,active
3451,21-08-2013 09:01,4709,spanish,21-08-2013 09:03,active
3454,21-08-2013 07:47,32,english,21-08-2013 07:48,active
3457,21-08-2013 00:40,61,german,21-08-2013 00:41,active
3459,21-08-2013 05:53,5,french,21-08-2013 05:55,active
3460,22-08-2013 14:17,9632,indian,22-08-2013 14:18,active
3462,22-08-2013 13:29,12365,english,22-08-2013 13:30,active
3464,22-08-2013 10:23,44,portugese,22-08-2013 10:25,active
3465,22-08-2013 14:18,6978,english,22-08-2013 14:19,active
3466,22-08-2013 15:03,12467,english,22-08-2013 15:05,active
3467,22-08-2013 12:13,8545,english,22-08-2013 12:15,active
3468,22-08-2013 20:27,3148,english,22-08-2013 20:28,active
3470,22-08-2013 17:58,10551,english,22-08-2013 17:59,active
3471,22-08-2013 01:08,6224,spanish,22-08-2013 01:09,active
3474,22-08-2013 07:43,30,arabic,22-08-2013 07:44,active
3476,22-08-2013 04:15,2964,arabic,22-08-2013 04:17,active
3477,22-08-2013 15:04,9285,english,22-08-2013 15:05,active
3478,22-08-2013 17:22,9943,english,22-08-2013 17:24,active
3479,22-08-2013 17:37,8566,english,22-08-2013 17:39,active
3482,22-08-2013 16:36,6532,english,22-08-2013 16:37,active
3483,22-08-2013 09:36,9368,spanish,22-08-2013 09:37,active
3484,22-08-2013 11:33,3,english,22-08-2013 11:35,active
3485,22-08-2013 20:45,14,french,22-08-2013 20:47,active
3486,22-08-2013 14:25,4514,russian,22-08-2013 14:27,active
3488,23-08-2013 15:53,3,english,23-08-2013 15:54,active
3490,23-08-2013 19:14,12070,english,23-08-2013 19:15,active
3493,23-08-2013 10:47,230,portugese,23-08-2013 10:49,active
3495,23-08-2013 17:55,7741,italian,23-08-2013 17:56,active
3499,23-08-2013 16:34,936,english,23-08-2013 16:35,active
3502,23-08-2013 13:34,7878,english,23-08-2013 13:35,active
3503,23-08-2013 18:14,1476,arabic,23-08-2013 18:15,active
3504,23-08-2013 22:42,3892,english,23-08-2013 22:43,active
3507,23-08-2013 08:10,511,english,23-08-2013 08:11,active
3511,23-08-2013 14:04,12901,english,23-08-2013 14:05,active
3512,24-08-2013 18:34,11635,english,24-08-2013 18:36,active
3515,24-08-2013 17:58,4678,spanish,24-08-2013 18:00,active
3517,24-08-2013 12:41,1,english,24-08-2013 12:42,active
3518,24-08-2013 11:14,2118,english,24-08-2013 11:16,active
3519,25-08-2013 09:42,12891,english,25-08-2013 09:43,active
3521,25-08-2013 09:18,44,english,25-08-2013 09:19,active
3525,25-08-2013 23:59,11200,english,26-08-2013 00:01,active
3527,26-08-2013 16:23,11460,english,26-08-2013 16:25,active
3529,26-08-2013 17:08,973,english,26-08-2013 17:09,active
3534,26-08-2013 17:37,2171,english,26-08-2013 17:38,active
3535,26-08-2013 19:04,6483,english,26-08-2013 19:06,active
3536,26-08-2013 12:39,10984,english,26-08-2013 12:40,active
3541,26-08-2013 19:25,11293,english,26-08-2013 19:26,active
3542,26-08-2013 18:58,2921,english,26-08-2013 19:00,active
3544,26-08-2013 14:30,2578,english,26-08-2013 14:32,active
3545,26-08-2013 17:48,3,english,26-08-2013 17:50,active
3547,26-08-2013 07:45,7918,english,26-08-2013 07:46,active
3548,26-08-2013 13:17,7110,english,26-08-2013 13:18,active
3549,26-08-2013 10:09,6820,english,26-08-2013 10:11,active
3551,26-08-2013 12:43,12596,chinese,26-08-2013 12:44,active
3554,27-08-2013 18:25,11109,french,27-08-2013 18:27,active
3555,27-08-2013 14:11,391,english,27-08-2013 14:12,active
3556,27-08-2013 03:06,11010,japanese,27-08-2013 03:07,active
3558,27-08-2013 08:31,397,english,27-08-2013 08:33,active
3559,27-08-2013 15:47,3642,english,27-08-2013 15:49,active
3561,27-08-2013 00:01,35,chinese,27-08-2013 00:02,active
3564,27-08-2013 11:38,4071,chinese,27-08-2013 11:39,active
3565,27-08-2013 06:14,7352,english,27-08-2013 06:16,active
3569,27-08-2013 19:42,12651,italian,27-08-2013 19:44,active
3570,27-08-2013 10:56,3,chinese,27-08-2013 10:58,active
3575,27-08-2013 13:54,11235,indian,27-08-2013 13:56,active
3578,27-08-2013 17:06,4211,french,27-08-2013 17:08,active
3579,27-08-2013 23:38,4528,english,27-08-2013 23:40,active
3580,27-08-2013 08:49,5381,japanese,27-08-2013 08:50,active
3582,28-08-2013 10:01,7981,german,28-08-2013 10:02,active
3583,28-08-2013 08:52,12031,arabic,28-08-2013 08:53,active
3584,28-08-2013 16:43,11783,spanish,28-08-2013 16:45,active
3586,28-08-2013 07:24,10073,english,28-08-2013 07:25,active
3589,28-08-2013 16:56,1,german,28-08-2013 16:57,active
3590,28-08-2013 06:16,33,spanish,28-08-2013 06:18,active
3591,28-08-2013 14:14,1994,german,28-08-2013 14:15,active
3592,28-08-2013 18:29,358,english,28-08-2013 18:30,active
3595,28-08-2013 13:53,3608,italian,28-08-2013 13:54,active
3596,28-08-2013 09:12,5628,russian,28-08-2013 09:13,active
3597,28-08-2013 14:50,63,english,28-08-2013 14:52,active
3599,28-08-2013 18:11,13127,german,28-08-2013 18:13,active
3605,28-08-2013 07:41,8984,english,28-08-2013 07:43,active
3606,28-08-2013 10:30,2,english,28-08-2013 10:32,active
3608,28-08-2013 01:11,8474,english,28-08-2013 01:13,active
3609,29-08-2013 18:29,1105,english,29-08-2013 18:30,active
3611,29-08-2013 10:30,10127,english,29-08-2013 10:32,active
3612,29-08-2013 13:28,5164,arabic,29-08-2013 13:29,active
3615,29-08-2013 18:05,8207,japanese,29-08-2013 18:07,active
3618,29-08-2013 03:43,2877,spanish,29-08-2013 03:44,active
3619,29-08-2013 16:49,336,german,29-08-2013 16:50,active
3620,29-08-2013 10:54,12566,spanish,29-08-2013 10:56,active
3624,29-08-2013 11:40,8189,english,29-08-2013 11:42,active
3625,29-08-2013 10:31,102,english,29-08-2013 10:32,active
3626,29-08-2013 19:07,5474,korean,29-08-2013 19:09,active
3627,29-08-2013 08:00,5248,french,29-08-2013 08:01,active
3630,29-08-2013 16:44,5771,indian,29-08-2013 16:46,active
3633,29-08-2013 12:35,13056,russian,29-08-2013 12:36,active
3634,29-08-2013 17:51,8544,french,29-08-2013 17:52,active
3636,30-08-2013 15:36,1,english,30-08-2013 15:37,active
3638,30-08-2013 10:17,2096,english,30-08-2013 10:18,active
3639,30-08-2013 14:38,4,english,30-08-2013 14:39,active
3640,30-08-2013 17:29,58,french,30-08-2013 17:31,active
3641,30-08-2013 08:57,17,german,30-08-2013 08:58,active
3642,30-08-2013 08:36,34,french,30-08-2013 08:37,active
3645,30-08-2013 18:46,999,english,30-08-2013 18:47,active
3648,30-08-2013 17:42,5509,portugese,30-08-2013 17:44,active
3649,30-08-2013 17:23,5507,english,30-08-2013 17:24,active
3650,30-08-2013 11:52,51,english,30-08-2013 11:53,active
3652,30-08-2013 13:51,2715,japanese,30-08-2013 13:52,active
3653,30-08-2013 14:54,68,japanese,30-08-2013 14:56,active
3654,30-08-2013 13:29,6029,english,30-08-2013 13:31,active
3657,30-08-2013 13:47,2,english,30-08-2013 13:49,active
3658,30-08-2013 12:06,12563,french,30-08-2013 12:07,active
3659,30-08-2013 16:35,9142,english,30-08-2013 16:37,active
3660,30-08-2013 09:14,3488,spanish,30-08-2013 09:15,active
3663,31-08-2013 09:41,990,english,31-08-2013 09:43,active
3666,31-08-2013 09:39,4365,russian,31-08-2013 09:40,active
3668,01-09-2013 15:20,7031,english,01-09-2013 15:22,active
3671,01-09-2013 10:06,5708,french,01-09-2013 10:07,active
3672,01-09-2013 16:27,3132,german,01-09-2013 16:29,active
3675,01-09-2013 13:16,11069,spanish,01-09-2013 13:18,active
3676,02-09-2013 04:38,134,english,02-09-2013 04:40,active
3679,02-09-2013 11:48,9036,japanese,02-09-2013 11:49,active
3680,02-09-2013 16:14,2780,english,02-09-2013 16:15,active
3692,02-09-2013 11:01,1,english,02-09-2013 11:02,active
3693,02-09-2013 10:01,6909,spanish,02-09-2013 10:02,active
3694,02-09-2013 16:43,12160,english,02-09-2013 16:44,active
3697,02-09-2013 00:53,5840,english,02-09-2013 00:54,active
3698,02-09-2013 13:43,3,english,02-09-2013 13:45,active
3699,02-09-2013 14:52,1,english,02-09-2013 14:53,active
3702,02-09-2013 14:14,6818,french,02-09-2013 14:15,active
3704,02-09-2013 00:09,11162,english,02-09-2013 00:11,active
3705,02-09-2013 16:30,3864,korean,02-09-2013 16:31,active
3708,03-09-2013 23:19,7379,japanese,03-09-2013 23:21,active
3709,03-09-2013 18:28,1037,chinese,03-09-2013 18:29,active
3719,03-09-2013 09:25,5,russian,03-09-2013 09:26,active
3720,03-09-2013 09:48,11713,english,03-09-2013 09:49,active
3721,03-09-2013 11:57,6667,english,03-09-2013 11:59,active
3722,03-09-2013 20:54,9956,french,03-09-2013 20:56,active
3726,03-09-2013 13:26,7962,english,03-09-2013 13:28,active
3729,03-09-2013 13:30,19,english,03-09-2013 13:32,active
3734,04-09-2013 17:15,4770,english,04-09-2013 17:17,active
3735,04-09-2013 09:57,862,indian,04-09-2013 09:59,active
3737,04-09-2013 13:16,5482,english,04-09-2013 13:17,active
3739,04-09-2013 07:25,3,italian,04-09-2013 07:27,active
3741,04-09-2013 14:13,4,english,04-09-2013 14:14,active
3743,04-09-2013 12:28,11737,english,04-09-2013 12:29,active
3744,04-09-2013 09:54,7934,chinese,04-09-2013 09:55,active
3745,04-09-2013 20:28,3260,english,04-09-2013 20:29,active
3746,04-09-2013 09:11,2739,english,04-09-2013 09:13,active
3749,04-09-2013 08:04,13,spanish,04-09-2013 08:05,active
3754,04-09-2013 12:21,3,english,04-09-2013 12:22,active
3755,04-09-2013 18:33,8629,english,04-09-2013 18:34,active
3760,05-09-2013 14:52,9326,spanish,05-09-2013 14:53,active
3764,05-09-2013 09:13,2736,english,05-09-2013 09:15,active
3768,05-09-2013 12:49,55,portugese,05-09-2013 12:51,active
3769,05-09-2013 09:51,812,english,05-09-2013 09:52,active
3772,05-09-2013 06:45,2,english,05-09-2013 06:47,active
3774,05-09-2013 15:16,3,arabic,05-09-2013 15:18,active
3777,05-09-2013 16:48,8436,japanese,05-09-2013 16:50,active
3780,05-09-2013 18:43,5397,english,05-09-2013 18:44,active
3783,05-09-2013 14:11,7024,english,05-09-2013 14:12,active
3784,05-09-2013 16:39,2764,arabic,05-09-2013 16:40,active
3785,05-09-2013 01:24,2,english,05-09-2013 01:26,active
3787,05-09-2013 22:59,2,english,05-09-2013 23:00,active
3790,05-09-2013 11:27,20,french,05-09-2013 11:28,active
3793,06-09-2013 19:10,1097,english,06-09-2013 19:11,active
3794,06-09-2013 16:45,5587,french,06-09-2013 16:46,active
3796,06-09-2013 14:00,1375,english,06-09-2013 14:01,active
3798,06-09-2013 16:53,5091,german,06-09-2013 16:54,active
3801,06-09-2013 11:04,10912,english,06-09-2013 11:05,active
3803,06-09-2013 06:14,4543,english,06-09-2013 06:16,active
3808,06-09-2013 17:21,10376,french,06-09-2013 17:22,active
3811,06-09-2013 17:13,6851,english,06-09-2013 17:15,active
3815,06-09-2013 19:45,21,french,06-09-2013 19:47,active
3818,06-09-2013 18:48,9851,arabic,06-09-2013 18:50,active
3821,06-09-2013 09:25,5736,french,06-09-2013 09:27,active
3822,06-09-2013 23:17,9,english,06-09-2013 23:19,active
3827,07-09-2013 17:36,105,english,07-09-2013 17:37,active
3830,07-09-2013 15:22,6929,english,07-09-2013 15:24,active
3832,08-09-2013 14:55,9637,french,08-09-2013 14:57,active
3833,08-09-2013 15:28,10,english,08-09-2013 15:29,active
3834,08-09-2013 16:10,6,english,08-09-2013 16:11,active
3835,08-09-2013 08:15,11924,english,08-09-2013 08:16,active
3838,08-09-2013 15:14,1,german,08-09-2013 15:16,active
3840,08-09-2013 20:15,11820,japanese,08-09-2013 20:17,active
3844,09-09-2013 18:11,5996,english,09-09-2013 18:13,active
3846,09-09-2013 12:20,3730,arabic,09-09-2013 12:21,active
3847,09-09-2013 18:10,2,japanese,09-09-2013 18:12,active
3848,09-09-2013 21:29,40,english,09-09-2013 21:31,active
3852,09-09-2013 16:55,8446,french,09-09-2013 16:56,active
3853,09-09-2013 13:55,2,english,09-09-2013 13:56,active
3856,09-09-2013 12:55,4646,german,09-09-2013 12:56,active
3858,09-09-2013 13:57,8462,english,09-09-2013 13:59,active
3859,09-09-2013 20:53,6591,french,09-09-2013 20:55,active
3860,09-09-2013 09:59,12008,english,09-09-2013 10:00,active
3862,09-09-2013 13:48,17,spanish,09-09-2013 13:50,active
